No.,Description,Description 2,Base Unit of Measure,Unit Price,Days to Expire,Days to Sell,Brand,Size Description,Storage Type,Sales to Retail Conv. Factor
81241V,ORGANIC ENOKI MUSHROOM (KOREA_3.5 OZ),팽이 버섯 (3.5 OZ),CS,36,23,999,UNBRANDED,50X3.5 OZ,Ref,50
81242V,SEAFOOD MUSHROOM(USA),해산물 버섯(USA),CS,42,23,999,UNBRANDED,40X5.3 OZ,Ref,40
81245V,ENOKI MUSHROOM (KOREA),팽이 버섯(7 oz),CS,42,100,999,UNBRANDED,25X7 OZ,Ref,25
81247V,ENOKI MUSHROOM(KOREA_ 5.3OZ),팽이 버섯 (5.3 OZ),CS,51,23,999,UNBRANDED,34X5.3 OZ,Ref,34
81261V,WHITE HON-SHIMEIJI MUSHROOM (USA),하얀 혼 시메이지 버섯,CS,42,23,999,UNBRANDED,24X3.5 OZ,Ref,24
81341V,[PRE]SHANGHAI BOKCHOY (USA),상하이 박초이,CS,27,23,999,UNBRANDED,30 LB,Ref,30
81388V,[PRE]YU CHOY (USA),유초이,CS,39,23,999,UNBRANDED,30 LB,Ref,30
81446V,METHI LEAVES (USA),메티 잎,CS,24,23,999,UNBRANDED,24 BUN,Ref,24
81450V,BAY LEAVES(COLUMBIA),베이 잎,CS,23,23,999,UNBRANDED,1 LB,Ref,1
81451V,MARJORAM(MEXICO),마르조람,CS,12,23,999,UNBRANDED,1 LB,Ref,1
81466V,HERB SAGE (COLUMBIA),세이지,CS,12,23,999,UNBRANDED,1 LB,Ref,1
81471V,HERB OREGANO (MEXICO),오레가노,CS,23,23,999,UNBRANDED,2.2 LB,Ref,2.2
81481V,HERB BASIL (USA),베이즐,CS,20,23,999,UNBRANDED,2.2 LB,Ref,2.2
81501V,HERB TARRAGON (COLUMBIA),타라곤,CS,26,23,999,UNBRANDED,2.2 LB,Ref,2.2
81521V,KALE (USA),케일,CS,18,23,999,UNBRANDED,12 BUN,Ref,12
81526V,DANDELION (USA),민들레,CS,21,23,999,UNBRANDED,12 BUN,Ref,12
81531V,ENDIVE (USA),엔다이브,CS,23,23,999,UNBRANDED,18 BUN,Ref,18
81551V,ANISE (USA),에니스,CS,42,23,999,UNBRANDED,30 BUN,Ref,30
81561V,DILL (USA),딜,CS,31,23,999,UNBRANDED,24 BUN,Ref,24
81610V,FRESH GINSENG (CANADA),수삼,CS,380,23,999,UNBRANDED,10 LB,Ref,10
81800V,SEEDS (KOREA),씨앗,EA,1.3,23,999,UNBRANDED,1 OZ,Ref,1
81802V,YOUNG VEGETABLE (USA),모종 박스,BX,28,23,999,UNBRANDED,32/48 PC,Ref,32
81920V,BEAN SPROUT (USA_10#),콩나물 (10#),CS,7.8,23,999,UNBRANDED,10 LB,Ref,10
81923V,MUNG BEAN SPROUT (USA_10#),숙주나물 (10#),BG,9.9,23,999,UNBRANDED,10 LB,Ref,10
81924V,MUNGBEAN SPROUT (1#_USA),숙주나물 (1#),BG,21,23,999,UNBRANDED,20X1 LB,Ref,20
81925V,BEAN SPROUT (USA_1#),콩나물 (1#),BG,21,23,999,UNBRANDED,20X1 LB,Ref,20
85115F,GOLDEN CROWN PEAR (CHINA_4P_1.1KG),황관배 (CHINA_4P_1.1KG),CS,66,40,30,UNBRANDED,12X4 PC,Ref,12
85311F,FUJI APPLE (USA) 48S,후지 사과(USA)  48S,CS,32,23,999,UNBRANDED,48 PC,Ref,48
85312F,FUJI APPLE (56PC)-Ex Fancy,후지 사과,CS,45,23,999,UNBRANDED,56 PC,Ref,56
85350F,SEMI DRIED PERSIMMON (CHINA),곶감 (반건시),CS,102,640,90,UNBRANDED,8X3 LB,Frz,8
85354F,SEMI DRIED PERSIMMON (CHINA),곶감 (반건시),CS,104,640,90,UNBRANDED,16X2 LB,Frz,16
85355F,PERSIMMON (Chile) 20s,단감,CS,19,23,999,UNBRANDED,20'S,Ref,20
85357F,PERSIMMON (USA) 25LB,단감,CS,25,23,999,UNBRANDED,25 LB,Ref,25
85361F,PERSIMMON SHARON(SPAIN),스페인 단감,CS,10.2,23,999,UNBRANDED,9'S,Ref,9
85375F,HACHIYA PERSIMMON (USA) GIFT BOX,연시,CS,27,23,999,UNBRANDED,15~16`S,Ref,1
85376F,HACHIYA PERSIMMON (USA)25LB,연시,CS,23,23,999,UNBRANDED,25 LB,Ref,1
85570F,HAMI MELON (USA)-NEW CROP,하미 멜론,CS,28,23,999,UNBRANDED,5CT-6CT,Ref,5
85580F,KOREAN MELON (USA),참외(USA),CS,22,23,999,UNBRANDED,10-12 LB,Ref,10
85600F,WHITE PEACH(USA),백도,CS,42,23,999,UNBRANDED,2 LAYER (30/32/36's),Ref,36
85630F,KYOHO GRAPE (USA),거봉 포도,CS,28,23,999,UNBRANDED,4X3 LB,Ref,4
85635F,PEONY GRAPE (USA),피오니 포도,CS,59,23,999,UNBRANDED,6X3 LB,Ref,6
85650F,LAGO GRAPE (USA),안양 포도,CS,18,23,999,UNBRANDED,6X3 LB,Ref,6
85652F,LAGO GRAPE(USA),안양 포도,CS,59,23,999,UNBRANDED,6X3LB,Ref,6
85670F,AVOCADO (MEXICO),아보카도,CS,59,23,999,UNBRANDED,48 PC,Ref,48
86010F,PLUM TOMATO (MEXICO) XL,플럼 토마토,CS,38,23,999,UNBRANDED,25 LB,Ref,25
86016F,CLUSTER TOMATO (MEXICO),줄기 토마토,CS,19,23,999,UNBRANDED,11 LB,Ref,11
86040F,TOMMY MANGO (BRAZIL),타미   망고,CS,9.2,23,999,UNBRANDED,8 PC,Ref,8
86041F,KENT MANGO (MEXICO),켄트 망고,CS,7.1,23,999,UNBRANDED,8 PC,Ref,8
86042F,TOMMY MANGO (BRAZIL),타미 맹고 (브라질),CS,0,23,999,UNBRANDED,8 PC,Ref,8
86045F,KEIT MANGO (MEXICO),키트 망고,CS,7.1,23,999,UNBRANDED,8 PC,Ref,8
86086F,GOLDEN KIWI (NEW ZEALAND_ ZESPRI_1LYR),골든 키위,CS,24,100,999,UNBRANDED,1 LAYER 25 CT,Ref,25
86130F,KOREAN MANDARIN (KOREA),제주 감귤,CS,27,23,999,UNBRANDED,22 LB,Ref,22
86141F,MANDARIN( USA) CLEMN TINAS,만다린,CS,38,23,999,UNBRANDED,10X3 LB,Ref,10
86144F,JAFFA MANDARIN  1X (ISRAEL),만다린 자파,CS,25,23,999,UNBRANDED,6.5 KG,Ref,6.5
86146F,MANDARINE -BLUE JAY(USA) 22LB,블루제 만다린,CS,40,23,999,BLUEJAY,22 LB,Ref,22
86180F,PINEAPPLE (MEXICO),파인애플,CS,12.6,23,999,UNBRANDED,6 PC,Ref,6
86205F,EMERALD PLUM (USA),파란 자두,CS,12.7,23,999,UNBRANDED,1 LAYER(32's),Ref,1
86235F,LIME (MEXICO) Fancy,라임,CS,26,23,999,UNBRANDED,175 PC,Ref,175
86255F,CHESTNUT (KOREA) 25LB,한국 밤,CS,124,53,999,UNBRANDED,25 LB,Ref,25
86270F,FRESH JUJUBE (USA),생 대추,CS,54,23,999,UNBRANDED,40 LB,Ref,40
86275F,DRIED JUJUBE (USA) Organic,말린  대추,CS,100,330,90,UNBRANDED,20 LB,Ref,20
86810F,YOUNG COCONUT (THAILAND),영 코코넛,CS,28,23,999,UNBRANDED,9 PC,Ref,9
86900F,JAPANESE PLUM (USA_UME),매실,CS,176,23,999,UNBRANDED,25 LB,Ref,25
87001F,SINGO PEAR (KOREA_5P_2.5KG),신고 배 (5과_2.5KG),CS,13.7,40,30,YISSINE,5.5 LB,Ref,1
87002F,SINGO PEAR (KOREA_6P_2.5KG),신고 배 (6과_2.5KG),CS,11.7,40,30,YISSINE,5.5 LB,Ref,1
87003F,SINGO PEAR (KOREA_6P),신고 배 (6과),CS,28,40,30,YISSINE,11 LB,Ref,1
87004F,SINGO PEAR (KOREA_7P),신고 배 (7과),CS,28,40,30,YISSINE,11 LB,Ref,1
87005F,SINGO PEAR (KOREA_8P),신고 배 (8과),CS,28,40,30,YISSINE,11 LB,Ref,1
87006F,SINGO PEAR (KOREA_9P),신고 배 (9과),CS,27,40,30,YISSINE,11 LB,Ref,1
87007F,SINGO PEAR (KOREA_10P),신고 배 (10과),CS,24,40,30,YISSINE,11 LB,Ref,1
87008F,SINGO PEAR (KOREA_11P),신고 배 (11과),CS,21,40,30,YISSINE,11 LB,Ref,1
87009F,SINGO PEAR (KOREA_12P),신고 배 (12과),CS,20,40,30,YISSINE,11 LB,Ref,1
87010F,SINGO PEAR (KOREA_13P),신고 배 (13과),CS,16,40,30,YISSINE,11 LB,Ref,1
87011F,SINGO PEAR KOREA (3P_1.5KG),신고 배 (3과_1.5KG),CS,55,40,30,YISSINE,8X3 PC,Ref,8
87012F,SINGO PEAR KOREA (3P_1.2KG),신고 배 (3과_1.2KG),CS,50,40,30,YISSINE,8X3 PC,Ref,8
87046F,WONHWANG PEAR (KOREA_6P),원황 배 (6과),CS,32,40,30,UNBRANDED,11 LB,Ref,1
87047F,WONHWANG PEAR (KOREA_7P),원황 배 (7과),CS,32,40,30,UNBRANDED,11 LB,Ref,1
87048F,WONHWANG PEAR (KOREA_9P),원황 배 (9과),CS,31,40,30,UNBRANDED,11 LB,Ref,1
87049F,WONHWANG PEAR (KOREA_11P),원황 배 (11과),CS,20,40,30,UNBRANDED,11 LB,Ref,1
87051F,WONHWANG PEAR (KOREA_8P),원황 배 (8과),CS,32,40,30,UNBRANDED,11 LB,Ref,1
87052F,WONHWANG PEAR (KOREA_10P),원황 배 (10과),CS,28,40,30,UNBRANDED,11 LB,Ref,1
87053F,WONHWANG PEAR (KOREA_12P),원황 배 (12과),CS,25,40,30,UNBRANDED,11 LB,Ref,1
87060F,SINGO PEAR (CHINA_6P),명품 신고 배 (6과),CS,15,40,30,EVERGREEN,11 LB,Ref,1
87061F,SINGO PEAR (CHINA_7P),명품 신고 배 (7과),CS,29,40,30,EVERGREEN,11 LB,Ref,1
87062F,SINGO PEAR (CHINA_8P),신고 배 (8과),CS,27,40,30,EVERGREEN,11 LB,Ref,1
87089F,SINGO PEAR USA(3P) California,신고 배 (3과 1.5 LB),CS,57,40,30,EVERGREEN,10X3 PC,Ref,10
87090F,SINGO PEAR (CHINA_9P),신고 배 (9과),CS,28,40,30,EVERGREEN,11 LB,Ref,1
87091F,SINGO PEAR (CHINA_10P),신고 배 (10과),CS,22,40,30,EVERGREEN,10 LB,Ref,1
87092F,SINGO PEAR (CHINA_11P),신고 배 (11과),CS,16,40,30,EVERGREEN,11 LB,Ref,1
87095F,SINGO PEAR (CHINA 3P_1.5KG),신고 배 (CHINA_3과_1.5KG),CS,65,40,30,EVERGREEN,8X3 PC,Ref,8
87096F,WONHWANG PEAR (KOREA 3P_1.5KG),원황 배 (3과_1.5KG),CS,52,40,30,UNBRANDED,8X3 PC,Ref,8
87097F,WONHWANG PEAR (KOREA 3P_1.2KG),원황 배 (3과_ 1.2KG),CS,57,40,30,UNBRANDED,8X3 PC,Ref,8
89100K,STIR FRYING SAUCE,불순대 소스,CS,0,280,90,ASSI,150X2.8 OZ,Dry,150
89815D,[PRE]PREMIUM VEGAN CABBAGE KIMCHI(7LB),야채 맛 김치 (7LB),CS,105,23,999,WANGSAN,4X7LB,Ref,4
89816D,[PRE]PREMIUM VEGAN CABBAGE KIMCHI(5GAL),야채 맛 김치(5GAL),CS,143,23,999,WANGSAN,1X5 GAL,Ref,1
89820D,[PRE]PREMIUM WHOLE CABBAGE KIMCHI(7LB),통배추 김치 (7LB),CS,125,23,999,WANGSAN,4X7 LB,Ref,4
89821D,[PRE]PREMIUM WHOLE CABBAGE KIMCHI(4LB),통배추 (4LB),CS,93,23,999,WANGSAN,6X4LB,Ref,6
89822D,[PRE]PREMIUM WHOLE CABBAGE KIMCHI(5GAL),통배추 김치(5GAL),CS,154,23,999,WANGSAN,1X5GAL,Ref,1
89823D,[PRE]PREMIUM SLICED CABBAGE KIMCHI(7LB),맛 김치 (7LB),CS,87,23,999,WANGSAN,4X7 LB,Ref,4
89824D,[PRE]PREMIUM SLICED CABBAGE KIMCHI(4LB),맛 김치 (4LB),CS,81,23,999,WANGSAN,6X4LB,Ref,6
89825D,[PRE]PREMIUM SLICED CABBAGE KIMCHI(32OZ),맛 김치(32OZ),CS,84,23,999,WANGSAN,12X32OZ,Ref,12
89826D,[PRE]PREMIUM SLICED CABBAGE KIMCHI(16OZ),맛 김치(16OZ),CS,67,23,999,WANGSAN,12X16 OZ,Ref,12
89827D,[PRE]PREMIUM SLICED CABBAGE KIMCHI(5GAL),맛 김치 (5GAL),CS,131,23,999,WANGSAN,1X5GAL,Ref,1
89828D,[PRE]PREMIUM YOUNG RADISH KIMCHI(7LB),총각 김치(7LB),CS,101,23,999,WANGSAN,4X7 LB,Ref,4
89829D,[PRE]PREMIUM YOUNG RADISH KIMCHI(4LB),총각 김치 (4LB),CS,91,23,999,WANGSAN,6X4 LB,Ref,6
89832D,[PRE]PREMIUM YOUNG CABBAGE KIMCHI (4LB),풋배추 김치 (4 LB),CS,104,23,999,WANGSAN,6X4 LB,Ref,6
89834D,[PRE]PREMIUM DICED RADISH KIMCHI (7LB),깍두기 (7LB),CS,114,23,999,WANGSAN,4X7 LB,Ref,4
89835D,[PRE]PREMIUM DICED RADISH KIMCHI (4LB),깍두기 (4LB),CS,87,23,999,WANGSAN,6X4 LB,Ref,6
89836D,[PRE]PREMIUM DICED RADISH KIMCHI (32OZ),깍두기 (32OZ),CS,96,23,999,WANGSAN,12X32 OZ,Ref,12
89838D,[PRE]PREMIUM WHITE CABBAGE KIMCHI (4LB),백김치 (4LB),CS,103,23,999,WANGSAN,6X4 LB,Ref,6
89840D,[PRE]PREMIUM RADISH WATER KIMCHI (4LB),동치미 (4LB),CS,87,23,999,WANGSAN,6X4 LB,Ref,6
89846D,[PRE]PREMIUM SLICED RADI.&CAB. KIMCHI (4LB),나박김치 (4LB),CS,93,23,999,WANGSAN,6X4 LB,Ref,6
89857D,[PRE]PREMIUM BABY RADISH KIMCHI (4LB),열무김치 (4LB),CS,109,23,999,WANGSAN,6X4 LB,Ref,6
89860D,[PRE]PREMIUM BABY RADISH KIMCHI (7LB),열무김치 (7LB),CS,0,23,999,WANGSAN,4X7 LB,Ref,4
90134C,YELLOW CROAKER FILLET (1.5#),손질한 참조기살 (1.5#),CS,0,680,90,ASSI,20X1.5 LB,Frz,20
90153K,SEASONED PRECUT MONKFISH W/ SAUCE,마산식 아귀찜,CS,0,690,90,CHAMBADA,10X1.52 LB,Frz,10
91009K,SEASONED BURDOCK,손맛 우엉,CS,0,320,60,EUDDEUM,10X2.2 LB,Ref,10
91191K,VITAMIN C CANDY,상큼한 비타 C 캔디,CS,0,325,90,MAMMOS,20X3.52 OZ,Dry,20
91192K,JEJU ORANGE CANDY,제주감귤 캔디,CS,0,325,90,MAMMOS,20X3.52 OZ,Dry,20
91194K,PEPPERMINT FLAVOR CANDY,박하향 사탕,CS,0,325,90,MAMMOS,24X4.75 OZ,Dry,24
91195K,RASPBERRY CANDY,달콤한 복분자 캔디,CS,0,325,90,MAMMOS,20X3.52 OZ,Dry,20
91196K,BLUEBERRY CANDY,달콤하고 상큼한 블루베리 캔디,CS,0,325,90,MAMMOS,20X3.52 OZ,Dry,20
92146K,CAPSAICIN POWDER,캡사이신 매운 분말,CS,0,325,90,CHEONGWOO,12X14.1 OZ,Dry,12
92327K,BAMBOO CHOPSTICKS,대나무젓가락,CS,0,680,999,ASSI,24X100 PC,Dry,24
92487K,FROZEN SEASONED SMALL OCTOPUS (8#),꼴뚜기젓 (8#),CS,0,680,90,YISSINE,2X8 LB,Dry,2
92530K,SCHISANDRA TEA,오미자차,CS,0,690,90,YISSINE,8X7.7 OZ,Dry,8
92531K,BOXTHORN TEA,구기자차,CS,0,690,90,YISSINE,8X7 OZ,Dry,8
92532K,CASSIA TOAR LINNE TEA,결명자차,CS,0,690,90,YISSINE,8X13.7 OZ,Dry,8
92533K,CORNUS FRUIT TEA,산수유차,CS,0,690,90,YISSINE,8X5.2 OZ,Dry,8
92534K,ROASTED BUCKWHEAT TEA,볶은메밀차,CS,0,690,90,YISSINE,8X4.9 OZ,Dry,8
92627K,SEASONED FERMENTED SOYBEAN PASTE,양념 청국장,CS,0,690,90,DDUKBAEGIPYO,20X6.3 OZ,Frz,20
92708K,ALOEVERA SUGAR FREE (1.5L),무설탕 알로에 (1.5L),CS,0,526,90,PALDO,12X1.5 L,Dry,12
92712K,ALOE THE NATURE'S (500ML),알로에 드링크 (500ML),CS,0,526,90,PALDO,20X16.9 OZ,Dry,20
92713K,ALOE THE NATURE'S (1.5L),알로에 드링크 (1.5L),CS,0,526,90,PALDO,12X1.5 L,Dry,12
95011K,DRIED SWEET POTATO STEM,마른 고구마순,CS,0,320,60,BETHANY,16X2.8 OZ,Dry,16
95012K,DRIED RED PEPPER LEAVES,마른 고춧잎,CS,0,320,60,BETHANY,16X2.8 OZ,Dry,16
95013K,DRIED TARO STEM,마른 토란대,CS,0,680,90,BETHANY,16X2.8 OZ,Dry,16
95014K,DRIED SQUASH SLICE,마른 호박말림,CS,0,320,60,BETHANY,16X3.5 OZ,Dry,16
95015K,TREE EAR MUSHROOM,목이 버섯,CS,0,500,60,BETHANY,20X1 OZ,Dry,20
95031D,PUREX PAPER SALT (BULK),소금,CS,11.5,330,90,MORTON,50 LB,Dry,1
95032D,FOODSERVICE ROUND IODIZED SALT (PAPER BTL),소금 (IODIZED),CS,41,330,90,MORTON,24X26 OZ,Dry,24
95033D,FOOD SERVICE ROUND PLAIN SALT (PAPER BTL),소금,CS,40,330,90,MORTON,24X26 OZ,Dry,24
95034C,SARDINES IN TOMATO SAUCE,사딘 인 토마토 소스 (정어리),CS,123,640,90,LIGO,100X5.5 OZ,Dry,100
95035C,SARDINES IN TOMATO SAUCE W/CHILI,사딘 인 토마토 소스 (정어리_매운맛),CS,128,640,90,LIGO,100X5.5 OZ,Dry,100
95054K,DRIED EDIBLE GREEN LEAVES,마른 뽕잎나물,CS,0,680,90,NATURESTORY,16X2.1 OZ,Dry,16
95055K,DRIED EDIBLE GREEN LEAVES,부지갱이,CS,0,680,90,NATURESTORY,16X2.1 OZ,Dry,16
95106K,MILK CANDY,대관령 우유 캔디,CS,0,325,90,CHEONGWOO,24X1.3 OZ,Dry,24
95107K,EGG COOKIE 3PK,계란 과자 3팩,CS,0,325,90,CHEONGWOO,12X5.29 OZ,Dry,12
95110K,BROWN RICE STICK SNACK (BROWN RICE),현미 롱스틱 스낵 (현미),CS,0,325,90,LITTLESPOON,15X1.05 OZ,Dry,15
95111K,BROWN RICE STICK SNACK (BLACK RICE),현미 롱스틱 스낵 (흑미),CS,0,325,90,LITTLESPOON,15X1.05 OZ,Dry,15
95112K,BROWN RICE STICK SNACK (APPLE & CARROT),현미 롱스틱 스낵 (사과 & 당근),CS,0,325,90,LITTLESPOON,15X1.05 OZ,Dry,15
95113K,BROWN RICE STICK SNACK (SWEET PUMPKIN & SWEET POTATO),현미 롱스틱 스낵 (단호박 & 고구마),CS,0,325,90,LITTLESPOON,15X1.05 OZ,Dry,15
95114K,BROWN RICE SOFT SNACK (CITRUS FLAVOR),현미 소프트팡 스낵 (감귤),CS,0,325,90,LITTLESPOON,15X1.05 OZ,Dry,15
95115K,BROWN RICE SOFT SNACK (BROWN RICE),현미 소프트팡 스낵 (현미),CS,0,325,90,LITTLESPOON,15X1.05 OZ,Dry,15
95116K,BROWN RICE SOFT SNACK (APPLE & CARROT),현미 소프트팡 스낵 (사과 & 당근),CS,0,325,90,LITTLESPOON,15X1.05 OZ,Dry,15
95401K,FROZEN SEASONED LOACH SOUP,추어탕,CS,0,690,90,NABIGOL,20X1.1 LB,Frz,20
95416K,MONACA (RED BEAN),모나카 (단팥),CS,0,325,90,LILY,10X10.5 OZ,Ref,10
95417K,MONACA (CHESTNUT),모나카 (밤),CS,0,325,90,LILY,10X10.5 OZ,Ref,10
95418K,MOCHI MONACA (RED BEAN),친환경 찹쌀 모나카 (단팥),CS,0,325,90,LILY,20X3.9 OZ,Ref,20
95419K,MOCHI MONACA (CHESTNUT),친환경 찹쌀 모나카 (밤),CS,0,325,90,LILY,20X3.95 OZ,Ref,20
95421K,SEA SQUIRT (KOREA),손질한 충무멍게,CS,0,680,90,YISSINE,20X1.1 LB,Frz,20
95428K,SALTED SEAWEED STEM,미역줄기,CS,0,325,90,YOUNGSHIM,15X10.5 OZ,Ref,15
95429K,SALTED SEAWEED,쇠미역,CS,0,325,90,YOUNGSHIM,15X10.5 OZ,Ref,15
95431K,SALTED KELP,쌈 다시마,CS,0,325,90,YOUNGSHIM,15X10.5 OZ,Ref,15
95432K,SALTED SEAWEED FUSIFORME,톳,CS,0,325,90,YOUNGSHIM,15X6.34 OZ,Ref,15
95433K,SALTED SEA STRING,꼬시래기,CS,0,325,90,YOUNGSHIM,15X7.05 OZ,Ref,15
95455K,PURPLE CORN SILK DRINK (1.5L),자색 옥수수 수염차 (1.5L),CS,0,325,90,WOONGJIN,12X50.7.OZ,Ref,12
95456K,PURPLE CORN SILK DRINK (500ML),자색 옥수수 수염차 (500ML),CS,0,325,90,WOONGJIN,20X16.9.OZ,Ref,20
95457K,FZ SEASONED WEBFOOT OCTOPUS (SPICY),양념 불쭈꾸미 (매운맛),CS,0,500,90,ASSA,20X10.58 OZ,Frz,20
95458K,FZ SEASONED WEBFOOT OCTOPUS,양념 불쭈꾸미 (보통맛),CS,0,500,90,ASSA,20X10.58 OZ,Frz,20
95459K,PICKLED CUCUMBER,생 오이피클,CS,0,260,60,EUDDEUM,18X8.1 OZ,Ref,18
95460K,SLICED & PICKLED RADISH,슬라이스 단무지,CS,0,260,60,EUDDEUM,18X8.1 OZ,Ref,18
95472K,BEEF BONE SOUP,진한 사골곰탕,CS,0,325,90,JINHANSIKPUM,24X10.58 OZ,Dry,24
95476K,JEJU ISLAND MANDARINE EXTRACT DRINK (M),한라봉 제주 감귤 (M),CS,0,325,90,NONGHYUP,20X11.4.OZ,Ref,20
95477K,APPLE KOREAN DRINK (M),우리 사과 (M),CS,0,325,90,NONGHYUP,20X11.4.OZ,Ref,20
95486K,RED PEPPER POWDER JAR,청양 매운 고춧가루,CS,0,500,90,YANGJI,15X7.05 OZ,Dry,15
95507K,ROASTED & SEASONED DRIED FISH SNACK,꼬마 꾸이맨,CS,0,325,90,KYONGJIN,60X2.46 OZ,Dry,60
95509K,APPLE SODA FLAVOR CANDY,애플 소다 캔디,CS,0,325,90,MAMMOS,20X3.5 OZ,Dry,20
95510K,COLA FLAVOR CANDY,콜라 캔디,CS,0,325,90,MAMMOS,20X3.5 OZ,Dry,20
95511K,ASSORTED CANDY,종합 캔디,CS,0,325,90,MAMMOS,20X3.5 OZ,Dry,20
95515K,DINOSAUR SHAPE MILK BISCUIT,우유먹은 공룡,CS,0,325,90,CHEONGWOO,10X2.11 OZ,Dry,10
95516K,DINOSAUR SHAPE CACAO BISCUIT,초코먹은 공룡,CS,0,325,90,CHEONGWOO,10X2.11 OZ,Dry,10
95518K,TEOKBOKI - RICE,추억의 국물떡볶이,CS,0,260,90,SONGHAK,10X13.15 OZ,Ref,10
95528K,COOKED VEGETABLE DUMPLING (JUMBO),야채 발효왕만두,CS,0,500,90,YISSINE,6X2.64 LB,Frz,6
95529K,MINI KOREAN COOKIE W/RICE,쌀로만든 미니약과,CS,0,325,90,DONGHWA,20X4.23 OZ,Ref,20
95532K,STRAWBERRY TART COOKIES,플랑 딸기 타르트 쿠키,CS,0,325,90,CHEONGWOO,8X5.64 OZ,Dry,8
95534K,SWEET RICE SNACK ,쌀대롱,CS,0,325,90,CHEONGWOO,12X8.81 OZ,Dry,12
95535K,TOFU STICK BISCUIT,두부 스틱,CS,0,325,90,CHEONGWOO,12X7.76 OZ,Dry,12
95537K,COOKED WHITE RICE,가마솥 아침밥,CS,0,325,90,ACHIM,10X7.4 OZ,Dry,10
95538K,SHRIMP TEMPURA UDON (BIG BOWL),새우튀김 프리미엄우동 큰사발,CS,0,351,90,NONGSHIM,6X4.02 OZ,Dry,6
95541K,MARENGO PREMIUM COOKIES,마렝고 프리미엄 쿠키,CS,0,325,90,CHEONGWOO,12X3.7 OZ,Dry,12
95542K,PEACH TART COOKIES,플랑 납작 복숭아 타르트 쿠키,CS,0,325,90,CHEONGWOO,8X5.64 OZ,Dry,8
96021C,BOILED SWEET CORN (FIVE COLOR),오색 찰옥수수,CS,0,680,90,MATSARANG,24X13.05 OZ,Dry,24
96024K,CORNISH HEN PREPARATION KIT,한국산 삼계탕 재료,CS,0,320,60,TJ,15X4 OZ,Dry,15
96033K,CORNISH HEN PREPARATION KIT,찹쌀 삼계탕 재료,CS,0,320,60,DAYE,20X4.2 OZ,Dry,20
96100K,DRIED RADISH LEAVES,무시래기,CS,0,500,90,ASSI,15X12 OZ,Dry,15
97034C,DRIED ALASKA POLLACK,순살 황태채,CS,0,680,90,MATSARANG,24X4 OZ,Frz,24
97070K,DRIED SQUID,산골 오징어,CS,0,680,90,YONGDONG,25X8.1 OZ,Frz,25
97152K,ROASTED & SEASONED LAVER (16P),[도시락 김] 곱창김 (16P),CS,0,260,60,KWANGCHEON,8X16X0.17 OZ,Dry,8
97153K,ROASTED & SEASONED LAVER (10SHT),[전장 김] 간편조미 김밥김 (10SHT),CS,0,260,60,KWANGCHEON,30X10X0.78 OZ,Dry,30
97154K,ROASTED LAVER FOR TRIANGLE KIMBAP,달인 김병만의 삼각김밥용김 (리필),CS,0,325,90,KWANGCHEON,20X0.63 OZ,Dry,20
97158N,ROASTED LAVER FOR TRIANGLE KIMBAP (W/PATTERN),달인 김병만의 삼각김밥용김 (W/김밥틀),CS,0,325,90,KWANGCHEON,15X0.63 OZ,Dry,15
97508K,KOREA JEJU ISLAND MANDARINE DRINK,제주감귤 한라봉,CS,0,325,90,NONGHYUP,12X49.71.OZ,Dry,12
98024K,2 PKG. SWEET POTATO NOODLES,2 PKG. 당면,CS,87,640,90,ASSI,22X2X12 OZ,Dry,22
98060D,TOFU (LARGE PACK FIRM 5.5#),두부 (5.5#),CS,39,53,30,ASA,4X5.5 LB,Ref,4
98061D,[PRE]TOFU(LARGE SOON 7.5LB),순두부 (7.5LB),CS,29,53,30,MEECHUN,4X7.5 LB,Ref,4
98229K,MAT CHAMPONG NOODLES (4P),맛 짬뽕 (4P),CS,0,351,90,NONGSHIM,8X4X4.58 OZ,Dry,8
98498K,FRIED FISH CAKE  (KOREA_20#),부산 어묵  (KOREA_20#),CS,0,500,90,ASSI,20 LB,Frz,1
98499K,FRIED FISH CAKE,통통 부산어묵,CS,0,500,90,ASSI,10X2.2 LB,Frz,10
98503K,CASSIA TORA LINNE TEA DRINK (1.5L),결명자차 (1.5L),CS,0,325,90,WOONGJIN,12X50.7.OZ,Ref,12
98704K,MONK FISH - HEAD/GUT OFF (CHINA_200/300_22#),두절아구 (CHINA_200-300_22#),CS,0,680,90,WILDSEA,22 LB,Frz,1
98730K,VOLCANO CHICKEN NOODLE (CUP_6P),볼케이노 치킨볶음면 컵 (6P),CS,0,351,90,PALDO,6X2.49 OZ,Dry,6
98734K,STIR-FRIED CHICKEN NOODLE (SPICY SOY SAUCE),치킨 볶음면 (매콤 간장맛),CS,0,351,90,PALDO,4X4X4.58 OZ,Dry,4
98757K,KORENO(KIMCHI) NOODLE,꼬레노 (김치맛),CS,0,351,90,PALDO,4X5X3.52 OZ,Dry,4
98758K,KORENO(SHRIMP) NOODLE,꼬레노 (새우맛),CS,0,351,90,PALDO,4X5X3.52 OZ,Dry,4
98759K,KORENO(MUSHROOM) NOODLE,꼬레노 (버섯맛),CS,0,351,90,PALDO,4X5X3.52 OZ,Dry,4
